Gene ID,GenBank Nucleotide Accession
14712,AF035285; AK222773; AK223304; DA552987; DC366380; XM_005273313; AJ002190; AK314181; BC000450; XM_011544303; AB209882; AK297982; AK309994; AF043937; AK311386; BE222957; NM_014236; ; NM_001316350; XM_011544304
66043,AK094357; NM_001001975; NM_001687; BC058927; CR542218; ; X63422; S87916; BC002389; BC004426; BC018079; X63423; S87918; BC018817; BC050458
18576,; AY459346; BC144248; XM_017017912; BC136565; XM_006718249; BC146828; BC150307; NM_000922; BC150322; X95520; XM_017017911; AB209326; XR_001747903; BC136566
117167,DC333286; AK026806; DA977808; NM_001205315; NM_024636; AF423423; AK307644; BC020600; AF423422; AK027807; AL832955; AL833044; ; DB162772; NM_001205316; AL833671
11754,XR_001752673; AK025727; AK315129; XM_011525419; NR_102422; DB250074; JX020506; NM_001277732; AF054985; AF067406; U39447; NM_003734; DA592022; NM_001277731; ; BC036368; BC050549; XM_011525420; XR_934584
229663,BU681634; DB076150; NM_001007553; NM_001242892; NM_007158; AM393616; BC021692; AK290146; AM393624; AY049788; CR749431; AF070542; AK022516; AL050150; AM393166; BP202324; AF077054; AK130392; AM392858; AM393479; BC017662; BX479150; BX648561; BX648780; NM_001242893; BC032446; NM_001130523; ; AB020692; AK022528; AL110192; CR749378; NM_001242891
13207,BT006943; DB133401; NM_004396; AB451382; AK297192; BU160611; BX571764; DA191631; DQ890687; AB451257; ; AK055995; AK297905; BC016027; DQ893774; NM_001320595; NM_001320597; BM695261; X52104; AL133585; CN280686; DB231101; AK297753; X15729; NM_001320596; AB209919; AK310318; N67237
219189,; AK025432; AK308568; NM_001009814; AA648780; XM_017020469; XM_017020470; XM_017020473; NM_015058; AK095155; XM_017020471; BC053674; XM_006719791; XM_017020472; XR_001749518; AB011136; AL834181; XM_017020474; BC131802; XM_011535007; BC042924
16832,AL516910; D28368; XM_006719074; NM_002300; BC071860; BU540074; NM_001315537; BT019764; CX867875; EU794633; AB209231; BC022835; Y00711; BC015122; BT019765; AY189689; DQ891854; HM005565; NM_001174097; ; AK129881; AK312328; BC002362
12825,AI755052; AK091853; M13146; X06700; M11134; NM_000090; ; BC028178; M59227; BP374999; X14420; AK308010; X01742; X07240; S79877; X01655; X15332; AY054301; M10793; M10795; AC066694; M10615; M10800; M55603
16561,AK022977; AK023184; AK297439; BC001415; BC063684; AB017133; AF257176; AK025761; AV726155; AY139835; BF940695; BT007174; NM_015074; AB088212; BC073883; BC094856; BP239973; BU626971; AB088210; AK025771; AK308121; AU121683; BC040017; BC115395; DA774937; AB088213; AK074279; AB011163; AB040881; BC028114; BC047632; DA113609; DA485632; NM_183416; ; AA609163; AB088211; AY043362; BI601300
70564,AY359059; AF305824; AI589570; AK315440; DA136257; ; AK022598; AK027858; AK075447; AK126292; BC005871; DB494833; DB532554; XM_011540265; NM_032333; AK074643; BC024308; CN396006; NM_001243779; AA829725; AF086462; BE742158; XM_011540266; NM_001243780; AK225387; NM_001243778; NM_001243781; NM_001243782; BC045777; BC071938; XM_017016775
19046,AF092905; AM392772; BC002697; X80910; AK295957; AK316532; BI551898; BU740022; CR542263; ; AK303682; AK312329; BC012045; BE047402; BX647295; CD722576; CR542285; EU668339; NM_002709; NM_206877; AI147919; BM835970; BT019744; BX477003; CB111140; CD656807; NM_206876; BQ933435; BX647970
170731,XM_005263547; AL137666; BC017061; XM_005263543; AY028429; BU178912; D86987; DQ894181; EU176270; NM_014874; AF036536; AK289828; XM_005263548; AK001189; XM_005263545; ; AI857365; AK295890; AL122114; DC401346; NM_001127660; AK021947; AK022453
66108,BC111546; HQ447297; BC003351; BC015837; CB110957; L04490; ; AK308588; NM_005002; AK291067; R44283; BC009311; AF050641
11740,; BQ223988; NM_001152; AK315292; HQ448108; J02683; BC068199; DB555059; DR759917; BC056160; J03591
69202,M24398
13138,AK291692; AU140753; AW204012; BX402174; L19711; NM_001177636; BC012740; DQ896435; BC014616; DB087722; DB214431; NM_001177638; NM_001177642; ; CX871468; DA223570; NM_001177637; DA338757; DA698126; DA851197; NM_001177639; NM_001177641; NM_001177644; AK297802; BF476692; BM990874; BX384229; DB089586; NM_001177634; NM_001177635; NM_001177640; NM_004393; BP200440; CN282379; DA451012; DB214875; NM_001165928; DA843040; DB065493; DQ893491; NM_001177643
67283,DB482052; AJ251857; DQ896005; XM_017024927; BC005120; BU177306; DA605220; XM_011525098; NM_001126122; ; AY346372; DQ892760; XM_005257559; XM_005257560; XM_005257561; XM_005257562; BC001075; XM_017024926; XM_017024928; AA743427; AK075239; AK225881; NM_021734; AK097882; AL833387; BM455504; AF182404; BU607955; XM_006722007; NM_001126121
53379,BX641084; M29064; XR_001744662; XR_242076; XR_242077; NM_002137; ; AK129839; XR_001744664; XR_001744668; XR_001744673; AK289429; BC045724; M29065; XR_001744671; BX538099; DB244417; XR_428077; XM_017012110; XR_001744663; XR_001744665; XR_001744667; NM_031243; AK026373; XM_005249729; XM_017012109; XR_001744666; XR_001744670; XR_001744672; XR_001744675; BC000506; BX537494; XR_001744669; XR_001744674
19131,
227333,AK307426; AK308846; BC032102; XM_005246110; XM_011512029; XM_011512032; XM_011512039; NM_152879; XM_005246107; XM_011512030; XM_011512037; AB078966; XM_011512033; XM_011512035; XM_017005138; D63479; XM_011512031; XM_011512040; XM_017005139; ; D73409; XM_017005140; NM_003648; AK130440; XM_005246108; XR_923050; AK311044; BC006561; XM_011512028
11409,; DB505221; NM_000017; DB487184; NM_001302554; AB527081; AK300645; M26393; BC025963; BU682624; DQ892184; DQ895378; U83992; Z80345; HQ205949; HQ205956; HQ205959; HQ205961; HQ205962; HQ205965; HQ205981; HQ205964; HQ205967; HQ205947; HQ205954; HQ205976; HQ205948; HQ205957; HQ205963; HQ205971; HQ205972; HQ205983; HQ205984; HQ205975; U83991; CH471054; HQ205950; HQ205952; HQ205968; HQ205978; HQ205979
56615,; BC062473; NM_001267598; AK309707; AW166965; BC005923; BE568125; NM_145791; BG617746; BG778603; NM_145764; AK291148; R86750; NM_001260512; BT006982; NM_145792; XM_006719079; XM_011520674; NM_001260511; NR_048547; AA314967; AK123482; BC056863; BG569388; CR407629; XM_011520673; NM_020300; AV655242; H49331; J03746; NR_048545
68585,AK093785; AM393280; AY123247; BC012619; BC152555; NM_001321863; NM_207520; AB040462; AB073359; AF063601; AF148538; AK075039; AK129806; AK302741; AY102277; AY102278; AY123248; AK098385; AK130812; AK172726; AM393104; AM393537; AY123250; BC068991; CN429712; NM_007008; NR_135829; ; AB040463; AB073351; AF177332; AF333336; AY102279; BC001035; BC014366; XM_017004519; NM_020532; NR_135830; AB015639; AF148537; AJ251383; AM392753; AY123249; BC071848; BC150182; DB094021; DQ778739; NM_001321862; AB020693; AF125103; AF132047; AF320999; AM393557; AY102276; BC016165; BC026788; XM_017004518; NM_001321859; NM_001321860; AF087901; AF132048; AI671568; AJ251384; AJ251385; AK090714; BC139928; XM_005264434; NM_001321861; NM_001321904; NM_207521; AF077050; AM393122; AY123245; AY123246; BC007109; BC010737; BC152425; NM_153828
56248,; AK001553; DA718987; NM_001199855; AF183419; NM_001199853; NM_016282; NM_001199854; AF100785; AK001951; DQ894847; NM_001199852; AB021870; AK124824; AK298200; DA570364; DQ891660; AK098205; BC013771; BI601245; AF086913; AK027534; BI550730; NM_001199856; BX640794
103172,BM128374; NM_213720; NM_001301339; BC053570; CN273854; NR_125756; CB112856; ; BC065232; NR_125755; AK289560; BM128609; AI247342
12896,; AK223052; BU629852; M58581; XM_005270484; BC005172; HM005553; U09648; NM_000098; NM_001330589; BC002445; AK312687
56428,AK313032; NM_001317231; AF085361; AK223097; AF176008; XM_011519960; BC000875; DQ891810; XM_011519959; XM_017017462; XM_011519961; NM_001317233; AY380792; XM_006718172; XM_017017463; ; AK295218; BQ960010; DB482853; NM_001317232; NM_014342; DQ894993
11937,AL706356; BC104453; BX537784; BX647365; AK092691; BU737186; BX647368; BX649072; NM_004320; BC104452; NM_001286075; NM_173201; AK128456; BX537389; BX647366; BX647367; EF139859; EF139860; ; AK291314; BC148653; BC037354; BX648544
16527,XM_005264293; ; AK123673; AF065163; AF006823; BC140701; NM_002246
67914,BC064946; EU832506; NM_020312; AF161444; BC001478; BM712215; HQ448097; BM717991; DB562540; AK295793; AL136884; AK293585; AK303527; BC054340; ; AK290627; BC029341; DB513313; AK075438; BM680448; EU832587
71361,AK027403; AK127353; BX537621; AF337957; NM_032797; BC023601; DQ896364; ; BG332787; AI922797; BP331371; DQ893092; AF506757; BC006121; NM_001198696
14261,XM_005245037; XM_005245038; NM_001282694; AK315100; AK097039; AK290113; BE465459; DA537896; NM_002021; M64082; NM_001282692; AK296198; BC047129; DA750161; XM_006711241; NM_001282693; XM_006711242; ; HQ257928
20661,AK130545; BQ774407; BX955818; NM_002959; ; AI623426; AK000757; DB045034; AL117561; XM_005271100; XM_005271102; XM_006710812; AK301548; BC023542; AA782785; AK129918; AK310147; BC053575; CB267773; DA023768; AK293118; BF591118; HY003953; XM_005271101; AK023648; BC041982; BQ001031; AI695671; AU132384; DQ896793; NM_001205228
14373,CR542179; NM_015714; BT007101; EU176279; ; BM788126; CR542193; DQ894610; AV709160; BC009694
28169,AF156774; BC011971; XM_017028411; XM_017028412; AY358704; BC026047; BC063552; HQ447507; XM_006724030; XM_011529660; XM_011529661; XM_017028409; XM_017028410; AK125804; BC040603; CD672915; XM_011529663; BC004219; XM_005261160; XM_006724029; XM_011529665; XM_017028413; NM_020132; AL355720; XM_006724031; XM_017028414; AB040138; AF156775; BC004413; BM083518; XM_011529662; XM_017028408; NM_001037553; AK026135; AL355721; XM_011529664; ; AK074300; AK300562; AL109795; AL832919; BC013167; BM476336
11426,AL137853; AF325332; AF141968; AF325330; AF325340; AL356055; AF325336; AF325341; AL365277; AB029290; AB033077; AF317696; AF325333; AF325334; AF325335; AF325331; AL355477; AL442071; AB007934; AF325339
29811,BX248031; XM_011536996; XR_001750456; NM_001282212; NM_001282214; AF159092; AK090657; AK293514; BC011240; BX647091; XM_011536999; XM_011537001; XM_017021484; XM_017021486; XR_001750458; NM_001282211; NM_001282216; NM_001320329; AK057847; AK098388; AK130029; XM_011536997; XM_017021488; XM_017021491; XR_001750459; NM_001282215; NM_201536; ; AF087872; AL136574; BC013209; BG818977; CR749252; DA065447; XM_011536998; XM_011537002; XM_017021492; NM_201539; AK057843; BC010458; BC093038; BX647748; CB153966; XM_017021482; XM_017021497; NM_201535; NM_201541; AF304051; AK024521; AM392671; AW163815; BM810623; XM_017021483; XM_017021490; XM_017021495; XM_017021496; NM_001282213; NM_201537; BI759006; BX247987; XM_017021480; XM_017021481; XM_017021487; XM_017021493; XR_001750457; NM_201538; NM_201540; AB033074; AK096999; BF341160; XM_017021485; XM_017021489; XM_017021494; NM_016250
225845,AK313075; BC001387; BC103807; XM_011544741; AB030814; DQ892568; NM_001128203; X92814; NM_007069; AI590735; BG719903; AI374456; BC103808; CK003948; DQ895783; ; AF317086; XM_006718426; AB439591; AU099540; AX775893
66142,NM_001866; BT009767; CR450332; CR542124; AK311879; DQ890544; ; Z14244; BC018386; EU176472
11739,AB209764; BI544547; KU177900; BC008664; J02966; J03593; AK291902; BC063643; BG707401; DQ894735; NM_001151; BC061589; KU177901; KU177902; ; AF052119; DQ891547; HQ206347; HQ206368; HQ206373; HQ206375; HQ206380; HQ206383; HQ206350; HQ206357; HQ206361; CH471056; HQ206348; HQ206354; HQ206358; HQ206359; HQ206360; HQ206362; HQ206372; HQ206374; HQ206379; J04982; HQ206349; HQ206353; HQ206356; HQ206363; HQ206365; HQ206385
16562,AB014606; AK307401; BC025365; ; U91329; NM_006612; BM458656; XM_005256424; BC034993; BC040307
66052,BC033626; D49737; NM_001035512; AB212048; AK131051; BC020808; KU178321; NM_001278172; ; BC012735; DA751501; KU178322; KU178323; NM_003001; AB201252; AB211234; AB211235; CR457102; KU178324; AK293687; AK294305; BC066329; BG724095; U57877; NM_001035511; NM_001035513; NR_103459
18458,AK130523; BC015958; XM_005250861; AK095194; AK298990; AK303120; BC023217; BC023520; DQ896500; Z48501; ; AL135187; BC041863; Y00345; DQ893508; NM_002568
11837,BC015173; Z36785; AK129823; BC001127; BC001834; BC070194; D28418; DQ894996; AK304674; BC000087; BC005863; BC009867; BC107717; NM_053275; DQ891813; M17885; AK222571; BC008092; BC019014; AK001313; BC000345; BC008594; BC015690; BC104645; NM_001002; AK129754; AK222468; BC000752; BC003655; ; AF274958; AK291109; BF131912
72900,AF147367; AK312129; M22538; XM_017025782; AK291865; BC001632; BC017487; AW051350; CB121843; DQ895813; NM_021074; BC071689; BG742948; ; CR456928; DQ892593; XR_243808
19299,AK126440; AK296791; AK308159; M81182; ; XM_011541877; BC009712; BX648715; XM_017001953; XM_017001954; DC317792; XM_006710802; BC068509; X58528; NM_001122674; AK302714; BT006644; XM_017001952; NM_002858; X83481; X83483; CH471097; X83469; X83470; X83480; X83474; X83478; AC118469; X83472; X83476
100198,BC098450; NM_001282587; AJ012590; BC069028; AL833024; XM_017002866; AK024548; AK026460; AK091191; XM_006711052; XM_017002865; ; BC007368; CR749282; NM_004285; BC026099; BC081559; XM_005263540; BC044256; BM974986
66576,; NM_001089591; AL122001; BC015177; BC001426; S61826; CH471059; BC107703; M36647; BT007070; Y00764; CH471167; AL450998
22339,AY263145; AY500353; BC011177; BM661679; NM_001025367; AB209485; AB451451; AF062645; AF430806; AF486837; BX442364; NM_001025369; NM_001171627; NM_001204384; NM_001317010; NM_003376; ; AF323587; BC058855; CN256173; EU832814; KT581011; NM_001025368; NM_001171623; NM_001287044; BC019867; DA237741; DQ229900; M32977; X62568; NM_001033756; NM_001171628; AF022375; AK125666; NM_001171626; NM_001171630; AB451322; BC172307; BQ880667; GQ129408; HY066915; M27281; S85192; NM_001171625; NM_001171629; AB021221; AF214570; AY047581; AY766116; BC065522; BU153227; CX756573; KT581010; NM_001025366; NM_001025370; NM_001171622; NM_001204385; AF024710; AF091352; AJ010438; AK056914; BF700556; NM_001171624
12010,AI686916; BC032589; CR457066; AK026463; DQ839493; DQ839494; DQ884406; DQ893711; S54761; AB021288; AF072097; DQ890551; V00567; NM_004048; ; AY187687; BU658737; S82297; X07621; XM_005254549; AK315776; AY007153; BC064910; AK303560; S82300
26943,DQ893392; BC006088; DQ896714; NM_198941; DA978982; XM_017027601; AA772607; AF112227; AF153979; BU739133; CA950523; AK222923; CB956722; CN369494; AA294859; AK300618; AK309993; BF061792; DC354189; NM_006811; ; AK295120; BI599912; BX456085; U49188
68178,BC030995; XM_011522120; ; AK027863; BC118919; XM_011522121; NM_032866; AY610514; BC015433; BC093827; XM_005254726; AK307410; BC112049; BC118918; DC415862; NM_001252335; AA661765; AL110171; BQ023767; DA272287; AB051536; AK027025; BC021799; BC062770; XM_005254727; XM_017022685; XM_017022686; AY274808; AK056673
70152,AJ536233; AK225689; BM805242; NM_014033; AF113007; AK024409; AY358797; BC008180; AK023693; AK225595; EU832657; ; AK130665; AK307071; AL050159; BC004492; XM_006719332; AK293356; EU832734; HQ447170
20740,AK026484; AK294753; AK310696; BC051801; X86901; NM_003127; M18627; U83867; XM_006717246; XM_017015059; AB209860; DC359079; XM_006717245; AB191262; AK300386; AK307676; BC034956; XM_006717254; AK126576; AK309836; AL110273; BP200529; M19725; M24773; U26396; XM_017015061; XM_006717247; XM_006717248; XM_006717249; XM_017015060; NM_001130438; ; BC053521; J05243; XM_006717251; XM_006717252; NM_001195532; XM_006717250; XM_006717253
18186,AA973607; AB209641; XM_006717521; AL833608; BU858030; EU831654; XM_006717524; XM_011519756; AF268691; AF018956; BC007533; BC007737; BX648250; DA702852; EU831737; XM_006717522; XM_011519755; AF280547; AK292822; BT006995; BX510902; XM_006717523; XM_006717525; XM_017016866; NM_001244973; NR_045259; ; AL698999; NM_001024628; NM_001024629; NM_001330068; AF145712; BX648025; XM_017016865; AF016050; AF086016; AY249243; CR749333; XM_006717526; NM_001244972; NM_003873
11512,BF511227; AK225224; AK294446; BX537664; U65474; XM_017018743; NM_015270; NM_020983; AF250226; XR_001748565; ; AB007882; AA628691; XM_006719210; BC064923
75956,AF201422; BC041155; AB016087; AB016092; BC009062; AB015644; AB016091; AC092117; AB002322; AB016089; AF161338; BC070050; BC007752; CH471112; AB016090
16785,AC099332; CH471055
74185,BM509929; BQ632568; ; AK297939; AK312245; EU176342; L07956; NM_000158; BE614098; AK300620; AK125918; BC012098; AB209731; BQ022720
67891,AK223057; AK291859; BC005817; BC007748; CB149679; DQ892189; DQ895383; AK125772; AK130784; AK291117; AK297484; BC001365; BC010151; BC018840; BC014653; L20868; BC095427; ; BC040610; CA417911; NM_000968; AB208977; BC030000; BC066925; AK294113; BC007996; BC009888; D23660
12859,M59250; M19961; AC017099; BC006229; BT006742; U41284
57279,DQ892599; BC001689; Y10319; BI913588; DC360427; AK301744; BQ018220; NM_000387; ; AK312962; DQ895828
13424,; BC064521; BC021297; BX648670; L23958; AI241115; DB508175; U61737; AK299878; U53530; AB002323; AB290157; AI302138; AK023747; AL833600; AK095415; AF234785; BM976324; BP871545; NM_001376
18655,AK295014; AK301632; AK310756; EU794645; HQ258236; ; AK295182; AB062432; AK303848; L00160; S81916; NM_000291; BC104837; V00572; AK312280; BC113568; AY423725; CR456716; AK298855; AK291081; AK301740; BC023234; BC103752; BU677171; D28371; DC336483; M34017
11757,AK222659; AV737791; AV761690; BC007062; BM144742; HY173455; AK313169; AV718278; BC021691; EF036492; BC009601; BG115645; NR_126105; NM_014098; BC111397; NM_006793; NR_126103; ; BC008435; BT020007; CD687044; HY082255; NM_001302272; NR_126102; BC002685; BC022373; BC059169; BX382389; AK130897; BG282768; CR450344; NR_126106; AF118073; BF209381; D49396; X85129
21991,AK222638; BC011611; BC070129; EU794668; BC015100; CR541702; NM_001159287; AK129488; NM_000365; NM_001258026; AK300661; AK313282; BC007086; BC017917; D28460; AK298809; BC007812; BC009329; BC017165; BC018899; DQ896578; ; AW250466; DB444195; DQ893249; M10036
12864,AK311791; CH471060; AF067636; BT007007; AF067637; BC000187; X13238
68015,AJ890085; AK057620; JX481354; NM_001272049; AF154108; ; AF043254; AK093344; AK223076; AK299127; BC001455; BC023585; BC002994; DQ893476; HM005522; DB452880; DQ896346; XM_011522345; AB209805; AK223049; BC018950; AK223205; BC000406; U12595; XM_017022851; NM_016292
66075,AK294071; NM_001317178; DC385940; AK000427; NM_001317177; NM_017812; ; AK129533; AK310236; BC014839; AL516679; BC011596; HQ447383; NR_133671
77219,AK096410; FJ224334; AK311280; BC059364; BP357520; HQ448502; AY424308; DR158023; BU616297; AY346133; NM_001146155; NM_152444; ; AK309188; BX641118; NM_001146154
109154,BG718506; NM_001303627; BF794298; CA423273; BC016297; BE326824; NM_001303628; NM_014730; BC000371; BI458950; BQ183402; D63486; AA831396; U88835; AK124275; BE622248; XM_011539031; BU845446; CR936818; DQ585128; XM_011539032; 
70984,XM_017017613; XM_017017619; AF092133; AL136605; BM551310; XM_006718824; XM_017017617; NM_001286067; AY203960; EU831633; XM_011542781; NM_014039; AK225977; AK291833; XM_017017616; AK292215; CR533538; XM_017017614; XM_017017615; BC007110; EU831717; NM_001286069; NM_001286071; AA864999; AK129932; AL708049; BC012298; BC046477; XM_017017618; ; BI597310; XM_011542782; NM_001286068; NM_001286070
22272,; AK297061; BC090048; BU953465; BU190580; BC064949; BG678118; AW327741; BC001390; AK312148; CR743513; NM_014402
16971,X13916; BC045107; EF491795; X55077; AK122840; BC021204; BC072015; BC052593; BU502641; NM_002332; AF370375; XM_017019303; ; AB209498; EF491814
192185,AK095043; BC022063; CN349189; XM_006710839; XM_017002143; XM_006710837; XM_017002145; XM_017002144; NM_001198994; ; AF250320; AK296722; AK307645; BC001709; XM_011542008; XR_946747; NM_001198995; AK023114; AK290161; AK291728; XM_005244778; XM_011542006; XM_006710838; XM_011542007; AY090771; XM_017002146; NM_023018; AF070630; AK291599; BC024219; BM842058; BX647173; XM_011542009; XR_001737371; NM_001198993
22333,AK293639; BC090042; BC071168; NR_036625; DQ896492; NM_003374; DB475162; L06132; XM_017009823; XM_005272075; AK095989; AK122953; BC008482; DA072915; NR_036624; DQ893183; XM_017009821; ; XM_017009822; AJ250038; AJ250034
11640,BC000729; BM711930; XM_005257709; EU176646; HM005545; X97335; XM_005257707; XM_017025190; AK292416; AK308397; CB048239; CD172211; XM_017025189; NM_003488; AF015910; AK297810; DA455114; XM_017025191; XR_001752655; NM_001242902; NM_001242903; ; DQ893602; U34074; DA092401; NM_139275
13830,DC368197; DQ891058; NM_001270526; DQ894236; BC010703; BI763647; AU137947; M81635; BI553227; BM925356; CR542100; NR_073037; ; AK302977; AK307999; AL040491; BM451470; X60067; NM_001270527; AI224884; AK304449; AK304518; BG701899; BP208523; CA447945; NM_004099; NM_198194
71679,BC032245; BC038092; AF061735; AF070650; AF087135; AK095671; AK312230; DQ583597; AA608885; AF086159; NM_001003785; ; BC029392; NM_006356
27280,AI083980; AW194162; BM996951; ; AI624156; AI188803; AK222644; BG990425; BX090314; CN356697; NR_073080; AK312115; BE892338; BQ000725; W30744; AW513769; BC033874; BE778799; NM_012396; AF151100; AI870979; AI678238; AK075179; BC014390; BC068273; CA406398; JF432856; N94465
12785,AK298154; M28372; AK021693; AK314380; AY436367; DB027227; DQ092366; KU178397; KU178398; NM_001127194; BC093058; BU616793; NM_001127195; ; BP267181; DA606481; DQ091187; NM_001127192; BC000288; BM786378; NM_001127196; AK054592; BC014911; KU178399; NM_003418; BT019613; DQ092367; NM_001127193; AK292119
18747,AK131561; NM_207518; AK290147; AK292284; AK301264; BC108259; AF224718; BU543573; X07767; AF208004; NM_001304349; ; AK093803; BC039846; M80335; XM_017026948; NM_002730; AF239744
11461,BC014401; D28354; EF095209; BC002409; NM_001101; ; AK098751; AK130157; BC012854; BC016045; DQ894128; X00351; AK222925; AK316361; BC001301; DQ890960; EF036500; M28424; AK301372; AK304552; BC008633; K00790; AK025375; AK309997; BC004251; BC013380; BC013835; BC014861; BC023204; BC113036; AK223055; BC009636; DQ471327; V00478; AK058019; AK130062; AK223032; AK225414; AK308277; DQ407611; X63432
11749,AI566871; AK290672; AK126836; BM904172; EU176589; J03578; KU177905; NM_001193544; BQ924484; D00510; DC411634; KU177903; KU177904; XM_005268432; ; Y00097; DQ891610; AK298582; AK303078; HM005611; NM_004033; BC017046; AK130077; NM_001155
59026,AF161390; BC107576; CK002817; XM_017029194; XM_017029195; XM_017029202; ; AF057569; AK091352; AK223167; BC002602; BC018750; AK056671; AL162050; BU619074; XM_017029191; XM_017029196; NM_031407; XM_017029193; XM_017029199; BC038184; BC063505; XM_017029192; XM_017029198; XM_017029206; AB002310; AY929612; BC072421; XM_005261965; XM_017029203; AK294575; AY772009; CR456813; R60532; XM_011530747; XM_011530751; XM_017029197; XM_017029205; AB071605; BG334536; DQ097177; XM_017029200; XM_017029201; XM_017029204
18604,BC005811; NM_001199899; AK055119; AK290522; AK293600; BC040478; AW469593; BQ024783; NM_001199898; ; BQ071206; AK297089; BC063137; AW302405; L42451; NM_001199900; DA199055; JF432702; NM_002611
12176,BC021989; HQ448726; AK222626; AK295136; BC009342; HY049371; U15174; BX647339; AK130264; BC067818; AF002697; BC080643; ; NM_004052
20655,AY049787; BT006676; X02317; ; AK312116; BC001034; CR450355; EU794661; AV756797; EF143990; CR541742; W17182; CA448539; EF151142; NM_000454; AY450286; X01780; AY835629; L44136; L46375; X01783; X95228
22245,AA809511; AF125106; CR457281; NM_001318519; AF237290; AK057848; BI770572; NR_134667; ; AK295471; BC091495; XM_005272224; NM_001261450; XR_246602; NM_001135954; NM_031432; AK022317; DA598285; NR_134666; AF254133; AK307475; KU178796; BC015547; KU178794; KU178795; NM_001261451
211347,BK000011; M55536; AA831520; BX648891; CB045475; AK022961; ; AK223285; BC013705; BC047113; NM_024594
102632,AJ608287; AK298627; BC125205; CB240680; DA804241; NM_032169; NR_132428; AK131265; AK022654; AL833721; AX803785; BC125204; ; BC019607; NR_132427; AK308380; AX803783; NR_132426; AI091999; AL832873
227095,AK222979; U66669; ; BI764401; XM_011510954; BP193393; AK126890; AK223023; DB034438; HM005399; XR_922903; NM_014362; BC005190; XM_011510953; AI767349; AK313651; CA453768; AK308042; BC067822; CA448468; NM_198047
21859,BC014277; CR456593; DQ892581; L15078; CU013481; D45917; U02571; X80791; AK298126; S78453; U14394; U67195; NM_000362; CU013193; DQ895798; ; AK098517; AK314871; X76227; BC013086; BT006848; AF035289; U38952
381833,
12387,AB062292; AB451264; AK296790; AK314776; XM_006712984; AK289932; XM_006712983; NM_001904; AK095242; AK294778; AK299954; DA216720; XM_017005738; NM_001098209; ; AB451392; BC058926; U38440; CA944934; EU446854; XM_005264886; NM_001330729; NM_001098210; Z19054; XM_006712985; BX648430; X87838
21685,BC021980; DQ890611; U06935; DA213449; U44059; ; AK295595; CU013192; CU013480; DQ893781; NM_001145398; DA238847; DA243618; NM_003216; AK091916; BX537848; CR541827; AK314906; BC039258; BC042476; AB051442; AL122101; CR456592; HM370396; R38583
13682,BC016295; ; AB209021; AF208852; BC006469; BT009860; AL117412; AL137681; AL556981; AY207392; DQ894914; AK225646; BC048105; AK296279; D30655; S79942; NM_001967; AK130087; BC012547; BC013708; DQ891738; BC015842; BC039344
13205,; AK291153; AK310891; BM454841; BQ921695; U50553; AF000982; AI698207; AK297159; DA232063; NM_024005; AK127902; AK296906; BC007668; CB107740; AF000983; AF086430; BC011819; BC055083; AA481139; AF061337; BM833870; NM_001356; AB451343; AK304661; AY776161; DB065845; XM_017029313; NR_126093; AB208983; AK304689; AU144400; L37696; XM_011543892; NM_001193417; AB451220; BF980241; XM_017029314; NM_001193416; NR_126094
241694,; XM_011529310; XM_017027972; XM_017027975; XR_937111; XR_937114; DQ310704; XM_017027977; AK026194; XM_011529311; BC171842; BE467241; XM_017027974; AK022881; AY007156; BC013749; XM_006723598; XM_006723599; XM_011529309; XM_017027976; NM_020343; AK127228; AY007097; CR990457; XM_017027973; XR_001754352; AK002211; XM_005260768; XR_937112
107932,BP234473; BC014964; BC038596; CR936680; XM_006718958; XM_017018727; XM_017018730; XM_017018731; NM_001273; X86691; BC025962; XM_006718962; XM_017018725; EU446505; XM_006718960; XM_017018729; XM_017018733; ; XM_006718959; XM_017018734; XM_017018728; XM_017018732; AA099889; AK128741; XM_005253668; XM_006718961; XM_017018726; NM_001297553
11747,BC001429; BC018671; DQ891944; EU176660; J03745; CR536522; EU176318; XM_017008141; NM_001154; BC004993; BC012822; BC032093; EU794590; ; AY577779; BC012804; D00172; X12454; AK297909; CR541842; M18366; M19384; AK312644; AM393144; M21731; U01682; U01683; U01687; U05762; U01691; U05761; U05766
192159,AK222905; BC000579; DB081408; AK126169; AY486134; BC064370; CD698473; BC034545; AB007510; NM_006445; AF092565; ; AK058034; AK296344; AY486135
11428,AF261088; BX538349; M58510; ; DA780353; DA409113; XM_011517888; DA103947; NM_001278352; NM_002197; BC018103; EU794627; AB209480; AK057904; AK308752; BP287929; Z11559; XM_005251476
22359,BC144245; DA386669; NM_001018056; NM_001322225; AA758887; L22431; AK095744; S73849; AK092381; BC142653; D16494; AB208822; D16493; XR_001746373; L20470; NM_003383; ; AK289527; NM_001322226; BC136562
12215,DA007913; GU557065; NM_001322243; NM_198589; NM_198591; AB072923; AB085790; AY358113; L20471; X64364; ; BC009040; CB153773; D45131; AK302231; BG480530; BI464857; JF432780; M87879; AB091680; AF548371; NM_198590; AK297880; D28441; L10240; NM_001728; AK296858; GU557064; XM_017027173; AK095912; BU501595
57259,CU013194; BM453650; XM_005261315; XM_006724105; AB035207; AB051450; AL133080; CU013482; AI362988; CR456594; D64109; XM_017028539; BC028919; BC038957; NM_016272; ; CR541684
